,urn,title,authors,oaiid,sesamid,isbn10,city,timestamp,year,publisher,langs,subjects,ddc,genres,literaryform,doctype,decade
75,URN:NBN:no-nb_digibok_2009022500035,"God, lett og rimelig hverdagsmat","Hovig , Ingrid Espelid / Kongsten , Liv Gregersen / Alfsen , Per",oai:nb.bibsys.no:999804258244702202,c5d73b4eb810fa000e7932a882fd6083,,[Oslo],19970101,1997,Norges diabetesforbund i samarbeid med Statens ernæringsråd,nob,Cookery / Diet / Diabetes Mellitus / diet therapy / kokebøker,,,Uklassifisert,digibok,1990
76,URN:NBN:no-nb_digibok_2014111807595,Potetkokeboken,"Krohg , Nina / Knispel , Andreas",oai:nb.bibsys.no:999429987154702202,d7b446409d43780630eded3a1d418977,8273844439,Oslo,19940101,1994,Ex libris,nob,kokebøker / poteter / matlaging,641.65,,Faglitteratur,digibok,1990
77,URN:NBN:no-nb_digibok_2017030648046,Europas salater,"Koops , Frauke / Beer , Günter / Jørgensen , Per C.",oai:nb.bibsys.no:990407124434702202,5855a3b5fa7776b63e0d0adfae8b4f1d,3936761418,Berlin,20030101,2003,Feierabend,nob / ger,matlaging / kokebøker / salater,641.83,,Faglitteratur,digibok,2000
78,URN:NBN:no-nb_digibok_2015102048032,Grillmat,"Carroll , John Phillip / Williams , Chuck / Kielland , Ruth Marcussen",oai:nb.bibsys.no:999319353934702202,3f9272d41f2a90351a1b1d5d8acb3bb3,8258809466,[Oslo],19930101,1993,Aventura,nob / eng,grilling / kokebøker / grillretter,641.7,,Faglitteratur,digibok,1990
79,URN:NBN:no-nb_digibok_2017060748019,"Vi griller : gode oppskrifter, enkle å bruke : metoder for grilling","Wolter , Annette",oai:nb.bibsys.no:999714518004702202,2a2ee0f0d414259ff852f5c7a58237be,8290069634,[Oslo],19770101,1977,Norsk kunstforlag,nob / ger,,641.5,,Faglitteratur,digibok,1970
80,URN:NBN:no-nb_digibok_2014060208048,Helsekost,"Skoog , Gun / Skrede , Kari",oai:nb.bibsys.no:999502865084702202,6efe977597fd88647684b7a0e630bedc,8202032687,Oslo,19750101,1975,Cappelen,nob / swe,helsekost / matlaging / kokebøker,641.5,,Faglitteratur,digibok,1970
81,URN:NBN:no-nb_digibok_2020013148002,Kokkelære : den store kokeboka,"Gausdal , Tom Victor / Eriksson , Ingvar",oai:nb.bibsys.no:991517052834702202,ec5a5f76bb62cb5c8f9b0610ef2d4721,,Oslo,20150101,2015,Press,nob,matlaging / kjøkkenkunnskap / teknikker,641.5,,Faglitteratur,digibok,2010
82,URN:NBN:no-nb_digibok_2015121548056,Velbekomme : en smak av Norden,"Rottem , Øystein / Olsen , Ove / Brun , Morten",oai:nb.bibsys.no:990122888374702202,e2e137404ba50e001c6ddf86ef111b45,8276310621,,20010101,2001,Messel forl.,nob,kokebok / oppskrifter / mat / kokebøker / matlaging,641.50948 / 641.5,,Faglitteratur,digibok,2000
83,URN:NBN:no-nb_digibok_2011021403036,Bestemor Bjellands norske kokebok,"Bjelland , Randi / Midttun , Sjur",oai:nb.bibsys.no:990828415604702202,4ac4153031a1445ec423a68df54e50ea,,,20080101,2008,Midttun forl.,nob,matlaging / kokebøker / norsk / tradisjonsmat,641.59481,,Faglitteratur,digibok,2000
84,URN:NBN:no-nb_digibok_2021030948688,En verden av pasta,"Beer , Günter / Jaros , Patrik / Jørgensen , Per Chr.",oai:nb.bibsys.no:990715401054702202,2b3debb420469c7be69ae320eb5c555d,3899852907,Berlin,20030101,2003,Feierabend,nob,kokebøker,641.822,,Faglitteratur,digibok,2000
85,URN:NBN:no-nb_digibok_2014111948030,Fjærkre,"Heggenhougen , June",oai:nb.bibsys.no:998221678084702202,e0924caae7c73ae72d8b1ca865387fbb,8270018430,Oslo,19820101,1982,Hjemmets bokforl.,nob,,641.5,,Faglitteratur,digibok,1980
86,URN:NBN:no-nb_digibok_2017091207211,Dreyers kokebok i bilder,"Bjerkaas , Aasta / Sensoli , Yvonne / Frantzen , Birgitta",oai:nb.bibsys.no:999618795564702202,f7394cddb6e01bb8632f00cea7dcfff8,,[Oslo],19690101,1969,Dreyer,nob,,641.5,,Faglitteratur,digibok,1960
87,URN:NBN:no-nb_digibok_2016110248007,Huusholdnings-Bog : indrettet efter den almindelige Brug i norske Huusholdninger,"Bang , Maren Elisabeth / Notaker , Henry",oai:nb.bibsys.no:999300698704702202,6578a5dbf9eff0a325d0cbc312531e96,8290520190,Oslo,19930101,1993,Bjørn Ringstrøms antikvariat,nob,kokebøker / form / norge / matlaging / mat / tradisjonsmat,641.5 / 641.5,,Faglitteratur,digibok,1990
88,URN:NBN:no-nb_digibok_2008090500012,Det smaker av vilt,"Hansen , Finn Edvin / Pedersen , Kåre Vidar / Helgestad , Arne",oai:nb.bibsys.no:999824415334702202,335e09f41c31ecf35e9d9fc0c3998e16,8252922864,[Oslo],19980101,1998,Landbruksforl.,nob,Game / Cervidae / Beavers / Hares / kokebøker / fisk / vilt / kokebok,641.69,,Faglitteratur,digibok,1990
89,URN:NBN:no-nb_digibok_2011021603032,Rakfisk i godt lag,"Berg , Hallgrim",oai:nb.bibsys.no:990924973734702202,8d50639ca6b1d8032c000f96db07dfca,,,20090101,2009,Samlaget,nno,Fisk / Rakefisk / Mattradisjoner / Matlagning / Måltider / fisk / matlaging / matskikkar / matskikker / matkultur / tradisjonsmat / norge / noreg / kokebøker,394.1,,Faglitteratur,digibok,2000
90,URN:NBN:no-nb_digibok_2013080106126,I all enkelhet : en bok om endret livsstil,"Rønneberg , Gro",oai:nb.bibsys.no:991011708584702202,d248c256b218076fee037017a67f0400,,[Oslo],20100101,2010,Kolofon,nob,,641.302,,Faglitteratur,digibok,2010
91,URN:NBN:no-nb_digibok_2009020504039,Matgleder fra Trøndelag,"Eide , Per / Nøklebye , Kirsten K. Bertheau (Kirsten Katrine) / Angelvik , Roy",oai:nb.bibsys.no:990222835874702202,338211609d5ab0d4d058749d0f642ea8,8290823851,,20020101,2002,KOM forl.,nob,Mattradisjoner / mattradisjoner / kokebøker / matlaging / trøndelag,641.59484 / 641.5,,Faglitteratur,digibok,2000
92,URN:NBN:no-nb_digibok_2011032803025,Barnas kuleste kokebok : 60 morsomme og enkle retter som barna kan lage selv,"Lewis , Sara / Jahr , Mette-Cathrine",oai:nb.bibsys.no:990313402294702202,c22d4cdbea82538308ac956ae6713bd7,8202216362 / 8202217571,Oslo,20030101,2003,Cappelen,nob,kokebøker / barn / matlaging,,,Uklassifisert,digibok,2000
93,URN:NBN:no-nb_digibok_2008020704028,Amerika : en kulinarisk reise : oppskrifter fra hele USA,"Schulz , Phillip Stephen / Rosenberg , Allan / Valebrokk , Eva / Sørensen , Roar",oai:nb.bibsys.no:999428785664702202,201e3e98d54698f33251f6538052ef6a,8250421280,,19940101,1994,Grøndahl Dreyer,nob / eng,Matlagning / kokebøker / amerikansk / mat,641.5973,,Faglitteratur,digibok,1990
94,URN:NBN:no-nb_digibok_2014120807668,Grill det : oppskrifter + teknikker + gode tips,"Fowler , Jared / Degn-Petersen , Vibeke Lindstad",oai:nb.bibsys.no:991137642604702202,c7dc2e65b8c0e6db52084aa49782ceed,,[Oslo],20110101,2011,Cappelen Damm faktum,nob / eng,kokebøker / grill / utstyr / teknikker,641.76,,Faglitteratur,digibok,2010
95,URN:NBN:no-nb_digibok_2011041920008,"Stor kokebok for større og mindre husholdninger : kokning, bakning, syltning, vinlægning, slagtning, hermetik, sykekost, menuer, anretning","Erken , Henriette Schønberg",oai:nb.bibsys.no:990100861454702202,2423ef54f5243f3f286439012b126c6d,,Kristiania,19140101,1914,Aschehoug,nob,,,,Faglitteratur,digibok,1910
96,URN:NBN:no-nb_digibok_2008111304072,Grønn gourmet : oppskrifter for et mer økologisk kjøkken,"Westergaard , Bente / Dahl , Svein Erik",oai:nb.bibsys.no:990120001324702202,82075f88df2c3ac79c110b47dd53af8a,8243002111,Oslo,20010101,2001,Spartacus,nob,grønnsaker / matlaging / kokebøker / vegetarmat / økologisk / mat,641.563,,Faglitteratur,digibok,2000
97,URN:NBN:no-nb_digibok_2015091506146,Bestemor Ducks beste oppskrifter,"Disney , Walt / Farstad , Bente-Lill.",oai:nb.bibsys.no:998621572694702202,4e675bab72306ac691ca451f73f5a0b3,8259002744,[Oslo],19860101,1986,Hjemmets bokforlag,nob / eng,Kokebøker,641.51,,Faglitteratur,digibok,1980
98,URN:NBN:no-nb_digibok_2016022648055,Fisk & havets frukter,"Szwillus , Marlisa / Beckers , Heinz-Josef",oai:nb.bibsys.no:990007698604702202,17c339fd870ffe8eb5b965d12b166f2a,8203225209,Oslo,20000101,2000,Aschehoug,nob / ger,kokebøker / fisk,641.69,,Faglitteratur,digibok,2000
99,URN:NBN:no-nb_digibok_2018041648146,"Grenseløs mat : en kokebok, basert på vennskap over grenser! = Comida sin fronteras : un libro de cocina basada en la amistad sin limites","Bruinvis , Ron",oai:nb.bibsys.no:990939233924702202,248621fa163c4983a98e020d633fcada,,,20090101,2009,[Vennskap Tinn-Retalhuleu],mul / nob / spa,matradisjoner / oppskrifter / kokebøker / guatemala / norge,641.59481,,Faglitteratur,digibok,2000
100,URN:NBN:no-nb_digibok_2019112807026,Alene hjemme : kokebok for små husholdninger,"Stiansen , Bent / Benjaminsen , Alexander",oai:nb.bibsys.no:991215443034702202,303979373c363ae339d5b50e0b4e2744,,[Oslo],20120101,2012,Font forl.,nob,kokebøker / matoppskrifter / kjøkkentips / hverdagsmat / matlaging / husholdningsfag,641.56 / 641.56 / 641.56 / 641.5,,Faglitteratur,digibok,2010
101,URN:NBN:no-nb_digibok_2013091638012,Man tager Hanna Winsnes' kokebok,"Diesen , Hilde / Winsnes , Hanna / Kvello , Sissel / Jalland , Erik",oai:nb.bibsys.no:990417370834702202,341a391436ca844cba64e0dc788fe586,8248903966,,20040101,2004,Kagge,nob,kokebøker / matlaging / oppskrifter,641.5,,Faglitteratur,digibok,2000
102,URN:NBN:no-nb_digibok_2014062406010,Mortensens store kokebok for mikrobølgeovn,"Dotterud , Aase",oai:nb.bibsys.no:999321859914702202,bdad8b5b507078816177a15f94b3d73f,8252711510,[Oslo],19930101,1993,Mortensen,nob / swe,kokebøker,641.58,,Faglitteratur,digibok,1990
103,URN:NBN:no-nb_digibok_2018040548151,Hele Norge baker,"Gran-Jansen , Ida / Bendiksen , Rune / Dupuy , Pascal / Lofthus , Øyvind",oai:nb.bibsys.no:991329568884702202,c6f6e0ba64dc504d8c5521cbdccf8e49,,[Oslo],20130101,2013,Gyldendal,nob,baking / matlaging / kokebøker / oppskrifter / kaker,641.865 / 641.5,,Faglitteratur,digibok,2010
104,URN:NBN:no-nb_digibok_2014102708119,Smak!,"Kimmeridge / Hagen , Alf van der",oai:nb.bibsys.no:990700648064702202,59e28ed5582534e15793b75ca1a82630,8299706629,[Oslo],20060101,2006,Morgenbladets forl.,nob,matoppskrifter / smak / gastronomi / matkultur,641,,Faglitteratur,digibok,2000
105,URN:NBN:no-nb_digibok_2017030348035,Nybakt!,"Westlie , Marit Røttingsnes / Westlie , Øystein",oai:nb.bibsys.no:990605310884702202,433fc17dfa50b17741b4f237c76ebf50,8202259207,[Oslo],20060101,2006,Cappelen,nob,kokebøker / matlaging / gjærbakst / baking,641.815,,Faglitteratur,digibok,2000
106,URN:NBN:no-nb_digibok_2014033148061,Kokebok,"Strømstad , Aase / Kirste , Anna",oai:nb.bibsys.no:999903417044702202,0e786a2082a4d4eab2cd95338104313f,8202135001,Oslo,19910101,1991,Cappelen,nob,matlaging,641.5,,Faglitteratur,digibok,1990
107,URN:NBN:no-nb_digibok_2018060448025,Wenches kjøkken : med gjester i God morgen Norge,"Andersen , Wenche / Dahl , Guri",oai:nb.bibsys.no:991017586004702202,55a4128e2b7b1c4bba3b49f45df4ca24,,[Oslo],20100101,2010,Cappelen Damm,nob,,641.5,,Faglitteratur,digibok,2010
108,URN:NBN:no-nb_digibok_2015050548045,Diabetes,"Govindji , Azmina / Moen , Grete Helene / Selmes , Jules / Murray , David",oai:nb.bibsys.no:990303145504702202,f7f4fad7adc1e7b86c38ad365804352b,8203228089,Oslo,20020101,2002,Aschehoug,nob / eng,Cooking / Diabetes Mellitus / Diabetic Diet / diabetes / matlaging / kokebøker / matoppskrifter,641.563,,Faglitteratur,digibok,2000
109,URN:NBN:no-nb_digibok_2007111901035,Koking : ordbok for kjøkkenskrivere,"Beard , Henry / McKie , Roy / Børretzen , Odd",oai:nb.bibsys.no:999101745984702202,19763bd207d16ff11df33adc09acbeea,8258807196,[Oslo],19910101,1991,Aventura,nob / eng,matlaging,641.5,,Faglitteratur,digibok,1990
110,URN:NBN:no-nb_digibok_2021020805002,Det gode lette,"Paulsson , Berit / Kleinschmidt , Wolfgang / Winther , Beate",oai:nb.bibsys.no:990011961464702202,f53025212da58cb6dd09eb9387dda554,8202195705,[Oslo],20000101,2000,Cappelen Grøndahl Dreyer,nob / swe,kokebøker / matoppskrifter,641.563,,Faglitteratur,digibok,2000
111,URN:NBN:no-nb_digibok_2008103004007,Wikinger Kochbuch,"Bloch-Nakkerud , Tom / Hansson , Lennart",oai:nb.bibsys.no:990011041014702202,6c4c004adfd433cdce2015f0fee87e97,8204064969,,20000101,2000,Egmont bøker Fredhøi,ger / nob,Vikinger / Vikingtiden / matoppskrifter / kokebøker / vikingene,641.59481,,Faglitteratur,digibok,2000
112,URN:NBN:no-nb_digibok_2012070238004,De beste GI-oppskriftene : 100 oppskrifter uten sukker og raske karbohydrater,"Lauritzson , Ola / Davidsson , Ulrika / Hovig , Ingrid Espelid / Tjørve , Irene Inman",oai:nb.bibsys.no:990702225924702202,5a396bf3e7741b38d533affc0cead554,8205364168,[Oslo],20070101,2007,Gyldendal,nob / swe,idealvekt / glykemisk / belastning / vekttap,641.563,,Faglitteratur,digibok,2000
113,URN:NBN:no-nb_digibok_2011030803009,Lekre retter fra middelhavslandene,"Miller , Norma / Skjeltorp , Tove",oai:nb.bibsys.no:999003668424702202,0a08886723aa895f760cbda3bc5a1ecd,8257407720 / 8273841200,Oslo,19900101,1990,Ex Libris,nob / eng,kokebøker / matlaging / middelhavsmat,641.59,,Faglitteratur,digibok,1990
114,URN:NBN:no-nb_digibok_2015072308338,Vår kjære potet : fra norsk hverdagskost til eksotisk selskapsmat,"Gjerstad , Aksel / Akopian , Elena",oai:nb.bibsys.no:990900332134702202,a3c3bd138e74d3f2966bad61f9b38f4e,,[Oslo],20080101,2008,Kolofon,nob,kokebøker / poteter / matretter / matlaging / oppskrifter,641.65,,Faglitteratur,digibok,2000
115,URN:NBN:no-nb_digibok_2017082848157,Korn og grønnsaker : en samling vegetariske oppskrifter fra forskjellige kanter,"Johansson , Ursula",oai:nb.bibsys.no:998122174114702202,6545e37bbc13b465945a6e53b2c09cd1,,[Slitu],19780101,1978,Eget forlag,nob,vegetarkost / vegetarretter / kokebøker,641.5,,Faglitteratur,digibok,1970
116,URN:NBN:no-nb_digibok_2014120507513,"Klar, ferdig, kokebok! : Nordens beste retter med kvernet kjøtt : oppskrifter laget av De nordiske kokkelandslagene på Storhusholdningsmesse 28. februar 1995","Wilson , Bengt",oai:nb.bibsys.no:999507954964702202,fad60a832ed2d7f30cbdbcf5e7d81cf1,,Oslo,19950101,1995,[B. Wilson],nob,kokebøker,641.66,,Faglitteratur,digibok,1990
117,URN:NBN:no-nb_digibok_2008102204017,Suppe,"Horne , Thomas / Brun , Morten",oai:nb.bibsys.no:990013255664702202,6368e655a7897fce0294aeb44f212ae3,8252544622 / 8203225470,Oslo,20000101,2000,Aschehoug,nob,supper / matlaging / kokebøker,641.81,,Faglitteratur,digibok,2000
118,URN:NBN:no-nb_digibok_2016072248134,Maten og kjærligheten,"Jacobsen , Stian / Indrelid , Trygve / Hellstrøm , Eyvind",oai:nb.bibsys.no:990421464704702202,e8c85913d3b311825b5e569e9a8ca790,8251620864,Oslo,20040101,2004,Schibsted,nob,kokebøker / matlaging / oppskrifter,641.5,,Faglitteratur,digibok,2000
119,URN:NBN:no-nb_digibok_2011022503019,Ren nytelse : verdens beste drinker og cocktails,"Jacobsen , Aase E.",oai:nb.bibsys.no:990712487574702202,37f7a60a964c2afcae556d6adf9f1d18,,Oslo,20070101,2007,Kagge,nob,,641.874,,Faglitteratur,digibok,2000
120,URN:NBN:no-nb_digibok_2008112104046,Eggfri mat for en hver anledning,"Bjønnes , Else Lill / Hox , Marianne",oai:nb.bibsys.no:990014336954702202,a68cf94294111aa3721d53d5654c1e42,8290478976,[Oslo],20010101,2001,Kolibri forl.,nob,Eggs / Cookbooks as Topic / Food Hypersensitivity / matallergi / eggallergi / diettkost / matvareallergier / allergi / kokebøker / matlaging,641.563 / 641.56318,,Faglitteratur,digibok,2000
121,URN:NBN:no-nb_digibok_2017060748010,Kantinens lille grønne : oppskrifter og tips,,oai:nb.bibsys.no:999914164224702202,9e57050a61ed6a81ae191ede8cf97d7f,,[Oslo],19990101,1999,Opplysningskontoret for frukt og grønnsaker,nob,kokebøker / matoppskrifter,,,Uklassifisert,digibok,1990
122,URN:NBN:no-nb_digibok_2015112307009,Samisk mat år 2000,"Bongo , Marit G.",oai:nb.bibsys.no:990011025084702202,575b43dba189c9afe5be8876e314abf0,,Stornes,20000101,2000,Reinkjøtt-marked,mul / nob / sme,Matlaging / Samer / kokebøker / matoppskrifter / samer / biepmut / dáro- / ja / sámegillii,641.59,,Faglitteratur,digibok,2000
123,URN:NBN:no-nb_digibok_2010060903010,Med smak av sennep,"Gordon-Smith , Clare / Merrell , James / Oftedahl , Dorthe Erichsen",oai:nb.bibsys.no:999902098144702202,a27093657a2d961866a0fb3a9313844c,8205252009,[Oslo],19990101,1999,Gyldendal fakta,nob / eng,kokebøker / matlaging,641.638,,Faglitteratur,digibok,1990
124,URN:NBN:no-nb_digibok_2015041608068,Fra slakting til festbord : oppskrifter av lokale matretter fra Hedmark brukt til servering på Matstabburet i Stange,"Alm , Helene Krogsrud",oai:nb.bibsys.no:990309428104702202,9520bd849d9fec1e526b37d9e2764048,8299656001,,20030101,2003,[H.K. Alm],nob,matlaging / hedmark / kokebøker / slakting,641.4,,Faglitteratur,digibok,2000
125,URN:NBN:no-nb_digibok_2011021803010,Cocktails & tapas,"Bølgen , Toralf / Widén , Mats / Moi , Trond / Hånes , Øivind",oai:nb.bibsys.no:990805742204702202,48b67d37117bf60da3862191bf6931ce,,Oslo,20080101,2008,Gyldendal,nob,kokebøker / drinker / drinkmiksing / cocktailer,641.874,,Faglitteratur,digibok,2000
126,URN:NBN:no-nb_digibok_2014061205004,Konditormesterens utvalgte,"Grønnerud , Per",oai:nb.bibsys.no:991204495104702202,dc2d4a7d25cfd6bfd8a92911b6a2abb7,,[Stokke],20110101,2011,Ars longa,nob,,641.5 / 641.865,,Faglitteratur,digibok,2010
127,URN:NBN:no-nb_digibok_2020121507519,Fiskeretter for hele familien,"Vea , Margit / Brødreskift , Thor",oai:nb.bibsys.no:991306396644702202,87652991a1d07d582c7573ff4ee064ee,,[Oslo],20130101,2013,Cappelen Damm,nob,sjømat / fisk / matlaging / kokebøker / haugesund,641.692 / 641.5 / 641.692,,Faglitteratur,digibok,2010
128,URN:NBN:no-nb_digibok_2011071205506,Mat i mikrobølgeovn,"Lundin , Cecilia / Rasmusson , Birgitta / Svensson , Ulf / Frydenlund , Hege",oai:nb.bibsys.no:990418561714702202,a2ecf3327526f42aea77afcb1cf02ba1,8251621097,[Oslo],20040101,2004,Schibsted,nob / swe,kokebøker / mikrobølgeovner,641.58,,Faglitteratur,digibok,2000
129,URN:NBN:no-nb_digibok_2011092606078,Norsk & unorsk,"Kjersem , Anse / Manglerud , Anne / Sørenesen , Moje",oai:nb.bibsys.no:990314625454702202,cf3c8bbb5493e5bdcf4f9fbe5b6845b0,8203229069 / 8252552897,,20030101,2003,Aschehoug,nob,Mattradisjoner / matlaging / kokebøker / norge / tradisjonsmat / oppskrifter / hverdagskost,641.59481,,Faglitteratur,digibok,2000
130,URN:NBN:no-nb_digibok_2018050448023,Tradisjonsmat fra Nordland,,oai:nb.bibsys.no:991011712424702202,491755375a3356ea6172c5c3258aacb1,,,20100101,2010,Mye i media,nob,kokebøker / nordland / kulturhistorie / lokalhistorie / matlagingnord-norge / mattradisjoner / lokalsamling,641.594844,,Faglitteratur,digibok,2010
131,URN:NBN:no-nb_digibok_2010071303009,Hjemmets beste salater,"Jansz , Meg / Field , Ken / Krogsbøl , Hedvig",oai:nb.bibsys.no:999604165444702202,993f465c007aa5252fdf93bc63751dc5,8259014734,Oslo,19960101,1996,Hjemmets bokforl.,nob / eng,grønnsakretter / kokebøker,641.83,,Faglitteratur,digibok,1990
132,URN:NBN:no-nb_digibok_2011022803048,"Fisk, fiske og tradisjoner i Saksumdal, Døsen, Rinna : i Stortjernet, Velttjernet, Kinnshaugtjern, Båntjernet, Ruktjernet, Døselva, Purkbekken, Ullandsbekken, Bekkemellomsbekken, Øvre Øyresbekken, Flokoa, Amerikabekken, Hølbekken og Rinna","Weihe , Hans-Jørgen Wallin",oai:nb.bibsys.no:990716695154702202,c096293e333a8f14df8d993c7e17101c,,,20070101,2007,Permafrost-press,nob,kokebøker / matoppskrifter / fiske,639.2109482521,,Faglitteratur,digibok,2000
133,URN:NBN:no-nb_digibok_2013021538082,Matgleder fra mitt husmannskjøkken : med smak av skog og markens grøde,"Finngaard , Kari / Nærland , Judith Hauge",oai:nb.bibsys.no:999513506764702202,adefe14dc379e9e6fac705d008c43ed0,8203221114,Oslo,19950101,1995,Aschehoug,nob,kokebøker / mattradisjoner / matlaging,641.5,,Faglitteratur,digibok,1990
134,URN:NBN:no-nb_digibok_2016031148075,Mat som gir energi,"Rowley , Nic / Hartvig , Kirsten / Nesje , Anna",oai:nb.bibsys.no:990012306204702202,fe0dd32c411beaabe769f36b6386e9c0,8202188792 / 8205271208,[Oslo],20000101,2000,Gyldendal fakta,nob / eng,matoppskrifter / helsekost / ernæring / vegetarkost / kokebøker / matlaging,641.563,,Faglitteratur,digibok,2000
135,URN:NBN:no-nb_digibok_2016011348126,Plukk ville matvekster,"Slipher , Beate",oai:nb.bibsys.no:990608662254702202,4827b8b6f48851e0fd40282eb8f825e9,8276834256,Oslo,20060101,2006,Boksenteret Erik Pettersen,nob,kokebøker / nyttevekster / matplanter / etnobotanikk,581.6 / 581.632,,Faglitteratur,digibok,2000
136,URN:NBN:no-nb_digibok_2020070848068,Helt Texas : BBQ på norsk,"Taliaferro , Angela / Ødegaard , Dag / Broch , Stian / Platou , Eivind Stoud",oai:nb.bibsys.no:999919917956202202,4333644d19c2b611da570a4cd2897881,,,20180101,2018,Kagge,nob,Grilling / Grilling / kokebøker,641.7609764,text,Faglitteratur,digibok,2010
137,URN:NBN:no-nb_digibok_2010061808088,Håndbok for lutefiskelskere,"Johansen , Tom O. (Tom Ole) / Øien , Jan-Kåre / Akselsen , Geir",oai:nb.bibsys.no:999621310674702202,452daf18c852f539195e44c7fe52983f,8251204887,,19960101,1996,Teknologisk forl.,nob,Tørrfisk / Torsk / Mattradisjoner / torsk / tørrfisk / lutefisk / kokebøker,394.1,,Faglitteratur,digibok,1990
138,URN:NBN:no-nb_digibok_2010041903069,"Gudenes kokke : om kvinner, myter og mat : et kulturhistorisk essay med praktiske øvelser","Macé , Nicole",oai:nb.bibsys.no:999623556744702202,ab13ce1326a57f5ce24d4116f9e401a9,8274190351,Oslo,19960101,1996,Emilia,nob,Kvinner / Historisk framstilling / Modergudinner / Kultur / kokebøker / mat / seder / skikker / kreta / antikken / spisevaner,394.1,,Faglitteratur,digibok,1990
